Stock,Year,Month,Dividends
GLT,2016,Sep,0.125
GLT,2017,Jun,0.13
GLT,2017,Mar,0.13
GLT,2017,Oct,0.13
GLT,2018,Apr,0.13
GLT,2018,Jan,0.13
GLT,2018,Jul,0.13
GLT,2018,Oct,0.13
GLT,2019,Apr,0.13
GLT,2019,Jan,0.13
GLT,2019,Jul,0.13
GLT,2019,Oct,0.13
GLW,2010,Aug,0.05
GLW,2010,Feb,0.05
GLW,2010,May,0.05
GLW,2010,Nov,0.05
GLW,2011,Aug,0.05
GLW,2011,Feb,0.05
GLW,2011,May,0.05
GLW,2011,Nov,0.075
GLW,2012,Aug,0.075
GLW,2012,Feb,0.075
GLW,2012,May,0.075
GLW,2012,Nov,0.09
GLW,2013,Aug,0.1
GLW,2013,Feb,0.09
GLW,2013,May,0.1
GLW,2013,Nov,0.1
GLW,2014,Aug,0.1
GLW,2014,Feb,0.1
GLW,2014,May,0.1
GLW,2014,Nov,0.1
GLW,2015,Aug,0.12
GLW,2015,Feb,0.12
GLW,2015,May,0.12
GLW,2015,Nov,0.12
GLW,2016,Aug,0.135
GLW,2016,Feb,0.135
GLW,2016,May,0.135
GLW,2016,Nov,0.135
GLW,2017,Aug,0.155
GLW,2017,Feb,0.155
GLW,2017,May,0.155
GLW,2017,Nov,0.155
GLW,2018,Aug,0.18
GLW,2018,Feb,0.18
GLW,2018,May,0.18
GLW,2018,Nov,0.18
GLW,2019,Aug,0.2
GLW,2019,Feb,0.2
GLW,2019,May,0.2
GLW,2019,Nov,0.2
GM,2014,Dec,0.3
GM,2014,Jun,0.3
GM,2014,Mar,0.3
GM,2014,Sep,0.3
GM,2015,Dec,0.36
GM,2015,Jun,0.36
GM,2015,Mar,0.3
GM,2015,Sep,0.36
GM,2016,Dec,0.38
GM,2016,Jun,0.38
GM,2016,Mar,0.38
GM,2016,Sep,0.38
GM,2017,Dec,0.38
GM,2017,Jun,0.38
GM,2017,Mar,0.38
GM,2017,Sep,0.76
GM,2018,Dec,0.38
GM,2018,Jun,0.38
GM,2018,Mar,0.38
GM,2018,Sep,0.38
GM,2019,Dec,0.38
GM,2019,Jun,0.38
GM,2019,Mar,0.38
GM,2019,Sep,0.38
GME,2012,Aug,0.25
GME,2012,Feb,0.15
GME,2012,May,0.15
GME,2012,Nov,0.25
GME,2013,Aug,0.275
GME,2013,Dec,0.275
GME,2013,Mar,0.275
GME,2013,May,0.275
GME,2014,Aug,0.33
GME,2014,Jun,0.33
GME,2014,Mar,0.33
GME,2014,Nov,0.33
GME,2015,Dec,0.36
GME,2015,Jun,0.36
GME,2015,Mar,0.36
GME,2015,Sep,0.36
GME,2016,Jun,0.37
GME,2016,Mar,0.37
GME,2016,Nov,0.37
GME,2016,Sep,0.37
GME,2017,Jun,0.38
GME,2017,Mar,0.38
GME,2017,Nov,0.38
GME,2017,Sep,0.38
GME,2018,Dec,0.38
GME,2018,Jun,0.38
GME,2018,Mar,0.38
GME,2018,Sep,0.38
GME,2019,Mar,0.38
GMLP,2011,Aug,0.385
GMLP,2011,Nov,0.4
GMLP,2012,Aug,0.44
GMLP,2012,Feb,0.43
GMLP,2012,May,0.43
GMLP,2012,Oct,0.475
GMLP,2013,Aug,0.515
GMLP,2013,Jan,0.5
GMLP,2013,May,0.515
GMLP,2013,Oct,0.522
GMLP,2014,Feb,0.523
GMLP,2014,Jul,0.548
GMLP,2014,May,0.523
GMLP,2014,Nov,0.548
GMLP,2015,Aug,0.578
GMLP,2015,Feb,0.563
GMLP,2015,May,0.578
GMLP,2015,Nov,0.578
GMLP,2016,Aug,0.578
GMLP,2016,Feb,0.578
GMLP,2016,May,0.578
GMLP,2016,Nov,0.578
GMLP,2017,Aug,0.578
GMLP,2017,Feb,0.578
GMLP,2017,May,0.578
GMLP,2017,Oct,0.578
GMLP,2018,Aug,0.578
GMLP,2018,Feb,0.578
GMLP,2018,May,1.1248749999999998
GMLP,2018,Nov,0.404
GMLP,2019,Aug,0.404
GMLP,2019,Feb,0.404
GMLP,2019,May,0.404
GMLP,2019,Nov,0.404
GMLPP,2018,Aug,0.547
GMLPP,2018,Feb,0.638
GMLPP,2018,May,0.547
GMLPP,2018,Nov,0.547
GMLPP,2019,Aug,0.547
GMLPP,2019,Feb,0.547
GMLPP,2019,May,0.547
GMLPP,2019,Nov,0.547
GMRE,2016,Dec,0.2
GMRE,2016,Sep,0.2
GMRE,2017,Dec,0.2
GMRE,2017,Jul,0.2
GMRE,2017,Jun,0.2
GMRE,2017,Mar,0.2
GMRE,2017,Sep,0.2
GMRE,2018,Dec,0.2
GMRE,2018,Jun,0.2
GMRE,2018,Mar,0.2
GMRE,2018,Sep,0.2
GMRE,2019,Dec,0.2
GMRE,2019,Jun,0.2
GMRE,2019,Mar,0.2
GMRE,2019,Sep,0.2
GMTA,2016,Aug,0.406
GMTA,2016,Nov,0.352
GMTA,2017,Aug,0.352
GMTA,2017,Feb,0.352
GMTA,2017,May,0.352
GMTA,2017,Nov,0.352
GMTA,2018,Aug,0.352
GMTA,2018,Feb,0.352
GMTA,2018,May,0.352
GMTA,2018,Nov,0.352
GMTA,2019,Aug,0.352
GMTA,2019,Feb,0.352
GMTA,2019,May,0.352
GMTA,2019,Nov,0.352
GNC,2012,Dec,0.11
GNC,2012,Jun,0.11
GNC,2012,Mar,0.11
GNC,2012,Sep,0.11
GNC,2013,Dec,0.15
GNC,2013,Jun,0.15
GNC,2013,Mar,0.15
GNC,2013,Sep,0.15
GNC,2014,Dec,0.16
GNC,2014,Jun,0.16
GNC,2014,Mar,0.16
GNC,2014,Sep,0.16
GNC,2015,Dec,0.18
GNC,2015,Jun,0.18
GNC,2015,Mar,0.18
GNC,2015,Sep,0.18
GNC,2016,Dec,0.2
GNC,2016,Jun,0.2
GNC,2016,Mar,0.2
GNC,2016,Sep,0.2
GNE,2011,Dec,0.05
GNE,2012,Aug,0.05
GNE,2012,Mar,0.033
GNE,2012,May,0.05
GNE,2014,Nov,0.06
GNE,2015,Mar,0.06
GNE,2015,May,0.06
GNE,2016,Aug,0.06
GNE,2016,Feb,0.06
GNE,2016,May,0.06
GNE,2016,Nov,0.06
GNE,2017,Aug,0.075
GNE,2017,Mar,0.075
GNE,2017,May,0.075
GNE,2017,Nov,0.075
GNE,2018,Aug,0.075
GNE,2018,Mar,0.075
GNE,2018,May,0.075
GNE,2018,Nov,0.075
GNE,2019,Aug,0.075
GNE,2019,Mar,0.075
GNE,2019,May,0.075
GNE,2019,Nov,0.075
GNK,2019,Nov,0.5
GNL,2015,Aug,0.059167
GNL,2015,Dec,0.059167
GNL,2015,Jul,0.059167
GNL,2015,Jun,0.013615
GNL,2015,Nov,0.059167
GNL,2015,Oct,0.059167
GNL,2015,Sep,0.05916
GNL,2016,Apr,0.059167
GNL,2016,Aug,0.059167
GNL,2016,Dec,0.059167
GNL,2016,Feb,0.059167
GNL,2016,Jan,0.059167
GNL,2016,Jul,0.059167
GNL,2016,Jun,0.059167
GNL,2016,Mar,0.059167
GNL,2016,May,0.059167
GNL,2016,Nov,0.059167
GNL,2016,Oct,0.059167
GNL,2016,Sep,0.059167
GNL,2017,Apr,0.1775
GNL,2017,Aug,0.1775
GNL,2017,Dec,0.1775
GNL,2017,Feb,0.059167
GNL,2017,Jan,0.059167
GNL,2017,Jul,0.1775
GNL,2017,Jun,0.1775
GNL,2017,Mar,0.1775
GNL,2017,May,0.1775
GNL,2017,Nov,0.1775
GNL,2017,Oct,0.1775
GNL,2017,Sep,0.355
GNL,2018,Apr,0.1775
GNL,2018,Aug,0.1775
GNL,2018,Dec,0.1775
GNL,2018,Feb,0.1775
GNL,2018,Jan,0.1775
GNL,2018,Jul,0.1775
GNL,2018,Jun,0.1775
GNL,2018,Mar,0.1775
GNL,2018,May,0.1775
GNL,2018,Nov,0.1775
GNL,2018,Oct,0.1775
GNL,2018,Sep,0.1775
GNL,2019,Apr,0.1775
GNL,2019,Feb,0.1775
GNL,2019,Jan,0.1775
GNL,2019,Jul,0.5325
GNL,2019,Mar,0.1775
GNL,2019,Oct,0.533
GNRC,2012,Jul,6.0
GNRC,2013,Jun,5.0
GNTX,2010,Apr,0.055
GNTX,2010,Jan,0.055
GNTX,2010,Jul,0.055
GNTX,2010,Oct,0.055
GNTX,2011,Apr,0.06
GNTX,2011,Jan,0.055
GNTX,2011,Jul,0.06
GNTX,2011,Oct,0.06
GNTX,2012,Apr,0.065
GNTX,2012,Jan,0.06
GNTX,2012,Jul,0.065
GNTX,2012,Oct,0.065
GNTX,2013,Apr,0.07
GNTX,2013,Jan,0.065
GNTX,2013,Jul,0.07
GNTX,2013,Oct,0.07
GNTX,2014,Apr,0.07
GNTX,2014,Jan,0.07
GNTX,2014,Jul,0.08
GNTX,2014,Oct,0.08
GNTX,2015,Apr,0.08
GNTX,2015,Jan,0.08
GNTX,2015,Jul,0.085
GNTX,2015,Oct,0.085
GNTX,2016,Apr,0.085
GNTX,2016,Jan,0.085
GNTX,2016,Jul,0.09
GNTX,2016,Oct,0.09
GNTX,2017,Apr,0.09
GNTX,2017,Jan,0.09
GNTX,2017,Jul,0.1
GNTX,2017,Oct,0.1
GNTX,2018,Apr,0.11
GNTX,2018,Jan,0.1
GNTX,2018,Jul,0.11
GNTX,2018,Oct,0.11
GNTX,2019,Apr,0.115
GNTX,2019,Jan,0.11
GNTX,2019,Jul,0.115
GNTX,2019,Oct,0.115
GNTY,2017,Dec,0.14
GNTY,2017,Jun,0.13
GNTY,2017,Sep,0.13
GNTY,2018,Dec,0.17
GNTY,2018,Jun,0.14
GNTY,2018,Mar,0.14
GNTY,2018,Sep,0.15
GNTY,2019,Dec,0.18
GNTY,2019,Jun,0.17
GNTY,2019,Mar,0.17
GNTY,2019,Sep,0.18
GOGL,2010,Aug,2.5
GOGL,2010,Feb,1.5
GOGL,2010,May,2.0
GOGL,2010,Nov,2.5
GOGL,2011,Aug,2.5
GOGL,2011,Feb,2.5
GOGL,2011,May,2.5
GOGL,2011,Nov,2.5
GOGL,2012,Aug,0.875
GOGL,2012,Feb,2.5
GOGL,2012,May,1.75
GOGL,2012,Nov,0.875
GOGL,2013,Aug,0.875
GOGL,2013,Feb,0.875
GOGL,2013,May,0.875
GOGL,2013,Nov,0.875
GOGL,2014,Aug,1.0
GOGL,2014,Dec,0.25
GOGL,2014,Feb,0.875
GOGL,2014,May,1.0
GOGL,2018,Dec,0.3
GOGL,2018,Jun,0.1
GOGL,2018,Mar,0.1
GOGL,2018,Sep,0.1
GOGL,2019,Aug,0.1
GOGL,2019,Dec,0.15
GOGL,2019,Jun,0.025
GOGL,2019,Mar,0.05
GOL,2010,Mar,0.796
GOL,2011,May,0.24
GOL,2019,Jun,0.003
GOLD,2010,Aug,0.24
GOLD,2010,Feb,0.306
GOLD,2010,May,0.8
GOLD,2010,Nov,0.24
GOLD,2011,Aug,0.24
GOLD,2011,Feb,0.24
GOLD,2011,May,0.88
GOLD,2011,Nov,0.3
GOLD,2012,Aug,0.4
GOLD,2012,Feb,0.3
GOLD,2012,May,1.2
GOLD,2012,Nov,0.4
GOLD,2013,Aug,0.1
GOLD,2013,Feb,0.4
GOLD,2013,May,1.4
GOLD,2013,Nov,0.2
GOLD,2014,Aug,0.1
GOLD,2014,Feb,0.1
GOLD,2014,Mar,1.0
GOLD,2014,May,0.1
GOLD,2014,Nov,0.2
GOLD,2015,Aug,0.04
GOLD,2015,Feb,0.1
GOLD,2015,Mar,1.2
GOLD,2015,May,0.1
GOLD,2015,Nov,0.08
GOLD,2016,Aug,0.04
GOLD,2016,Feb,0.04
GOLD,2016,Mar,1.32
GOLD,2016,May,0.08
GOLD,2016,Nov,0.04
GOLD,2017,Aug,0.06
GOLD,2017,Feb,0.06
GOLD,2017,Mar,2.0
GOLD,2017,May,0.12
GOLD,2017,Nov,0.06
GOLD,2018,Aug,0.06
GOLD,2018,Dec,0.14
GOLD,2018,Feb,0.06
GOLD,2018,Mar,4.0
GOLD,2018,May,0.06
GOLD,2018,Nov,0.06
GOLD,2019,Aug,0.08
GOLD,2019,Jan,5.38
GOLD,2019,May,0.08
GOLD,2019,Nov,0.2
GOLF,2017,Apr,0.12
GOLF,2017,Aug,0.12
GOLF,2017,May,0.12
GOLF,2017,Nov,0.12
GOLF,2018,Aug,0.13
GOLF,2018,Mar,0.13
GOLF,2018,May,0.13
GOLF,2018,Nov,0.13
GOLF,2019,Aug,0.14
GOLF,2019,Mar,0.14
GOLF,2019,May,0.14
GOLF,2019,Nov,0.14
GOOD,2010,Apr,0.125
GOOD,2010,Aug,0.125
GOOD,2010,Dec,0.125
GOOD,2010,Feb,0.125
GOOD,2010,Jan,0.125
GOOD,2010,Jul,0.125
GOOD,2010,Jun,0.125
GOOD,2010,Mar,0.125
GOOD,2010,May,0.125
GOOD,2010,Nov,0.125
GOOD,2010,Oct,0.125
GOOD,2010,Sep,0.125
GOOD,2011,Apr,0.125
GOOD,2011,Aug,0.125
GOOD,2011,Dec,0.125
GOOD,2011,Feb,0.125
GOOD,2011,Jan,0.125
GOOD,2011,Jul,0.125
GOOD,2011,Jun,0.125
GOOD,2011,Mar,0.125
GOOD,2011,May,0.125
GOOD,2011,Nov,0.125
GOOD,2011,Oct,0.125
GOOD,2011,Sep,0.125
GOOD,2012,Apr,0.125
GOOD,2012,Aug,0.125
GOOD,2012,Dec,0.125
GOOD,2012,Feb,0.125
GOOD,2012,Jan,0.125
GOOD,2012,Jul,0.125
GOOD,2012,Jun,0.125
GOOD,2012,Mar,0.125
GOOD,2012,May,0.125
GOOD,2012,Nov,0.125
GOOD,2012,Oct,0.125
GOOD,2012,Sep,0.125
GOOD,2013,Apr,0.125
GOOD,2013,Aug,0.125
GOOD,2013,Dec,0.125
GOOD,2013,Feb,0.125
GOOD,2013,Jan,0.125
GOOD,2013,Jul,0.125
GOOD,2013,Jun,0.125
GOOD,2013,Mar,0.125
GOOD,2013,May,0.125
GOOD,2013,Nov,0.125
GOOD,2013,Oct,0.125
GOOD,2013,Sep,0.125
GOOD,2014,Apr,0.125
GOOD,2014,Aug,0.125
GOOD,2014,Dec,0.125
GOOD,2014,Feb,0.125
GOOD,2014,Jan,0.125
GOOD,2014,Jul,0.125
GOOD,2014,Jun,0.125
GOOD,2014,Mar,0.125
GOOD,2014,May,0.125
GOOD,2014,Nov,0.125
GOOD,2014,Oct,0.125
GOOD,2014,Sep,0.125
GOOD,2015,Apr,0.125
GOOD,2015,Aug,0.125
GOOD,2015,Dec,0.125
GOOD,2015,Feb,0.125
GOOD,2015,Jan,0.125
GOOD,2015,Jul,0.125
GOOD,2015,Jun,0.125
GOOD,2015,Mar,0.125
GOOD,2015,May,0.125
GOOD,2015,Nov,0.125
GOOD,2015,Oct,0.125
GOOD,2015,Sep,0.125
GOOD,2016,Apr,0.125
GOOD,2016,Aug,0.125
GOOD,2016,Dec,0.125
GOOD,2016,Feb,0.125
GOOD,2016,Jan,0.125
GOOD,2016,Jul,0.125
GOOD,2016,Jun,0.125
GOOD,2016,Mar,0.125
GOOD,2016,May,0.125
GOOD,2016,Nov,0.125
GOOD,2016,Oct,0.125
GOOD,2016,Sep,0.125
GOOD,2017,Apr,0.125
GOOD,2017,Aug,0.125
GOOD,2017,Dec,0.125
GOOD,2017,Feb,0.125
GOOD,2017,Jan,0.125
GOOD,2017,Jul,0.125
GOOD,2017,Jun,0.125
GOOD,2017,Mar,0.125
GOOD,2017,May,0.125
GOOD,2017,Nov,0.125
GOOD,2017,Oct,0.125
GOOD,2017,Sep,0.125
GOOD,2018,Apr,0.125
GOOD,2018,Aug,0.125
GOOD,2018,Dec,0.125
GOOD,2018,Feb,0.125
GOOD,2018,Jan,0.125
GOOD,2018,Jul,0.125
GOOD,2018,Jun,0.125
GOOD,2018,Mar,0.125
GOOD,2018,May,0.125
GOOD,2018,Nov,0.125
GOOD,2018,Oct,0.125
GOOD,2018,Sep,0.125
GOOD,2019,Apr,0.125
GOOD,2019,Aug,0.125
GOOD,2019,Dec,0.125
GOOD,2019,Feb,0.125
GOOD,2019,Jan,0.125
GOOD,2019,Jul,0.125
GOOD,2019,Jun,0.125
GOOD,2019,Mar,0.125
GOOD,2019,May,0.125
GOOD,2019,Nov,0.125
GOOD,2019,Oct,0.125
GOOD,2019,Sep,0.125
GOODM,2016,Aug,0.146
GOODM,2016,Dec,0.146
GOODM,2016,Jul,0.146
GOODM,2016,Jun,0.178763
GOODM,2016,Nov,0.146
GOODM,2016,Oct,0.146
GOODM,2016,Sep,0.146
GOODM,2017,Apr,0.146
GOODM,2017,Aug,0.146
GOODM,2017,Dec,0.146
GOODM,2017,Feb,0.146
GOODM,2017,Jan,0.146
GOODM,2017,Jul,0.146
GOODM,2017,Jun,0.146
GOODM,2017,Mar,0.146
GOODM,2017,May,0.146
GOODM,2017,Nov,0.146
GOODM,2017,Oct,0.146
GOODM,2017,Sep,0.146
GOODM,2018,Apr,0.146
GOODM,2018,Aug,0.146
GOODM,2018,Dec,0.146
GOODM,2018,Feb,0.146
GOODM,2018,Jan,0.146
GOODM,2018,Jul,0.146
GOODM,2018,Jun,0.146
GOODM,2018,Mar,0.146
GOODM,2018,May,0.146
GOODM,2018,Nov,0.146
GOODM,2018,Oct,0.146
GOODM,2018,Sep,0.146
GOODM,2019,Apr,0.146
GOODM,2019,Aug,0.146
GOODM,2019,Dec,0.146
GOODM,2019,Feb,0.146
GOODM,2019,Jan,0.146
GOODM,2019,Jul,0.146
GOODM,2019,Jun,0.146
GOODM,2019,Mar,0.146
GOODM,2019,May,0.146
GOODM,2019,Nov,0.146
GOODM,2019,Oct,0.146
GOODM,2019,Sep,0.146
GOODN,2019,Dec,0.138
GOODN,2019,Nov,0.138
GOODN,2019,Oct,0.129
GORO,2010,Aug,0.03
GORO,2010,Dec,0.03
GORO,2010,Nov,0.03
GORO,2010,Oct,0.03
GORO,2010,Sep,0.03
GORO,2011,Apr,0.03
GORO,2011,Aug,0.04
GORO,2011,Dec,0.05
GORO,2011,Feb,0.03
GORO,2011,Jan,0.03
GORO,2011,Jul,0.04
GORO,2011,Jun,0.04
GORO,2011,Mar,0.03
GORO,2011,May,0.04
GORO,2011,Nov,0.05
GORO,2011,Oct,0.05
GORO,2011,Sep,0.05
GORO,2012,Apr,0.05
GORO,2012,Aug,0.06
GORO,2012,Dec,0.06
GORO,2012,Feb,0.05
GORO,2012,Jan,0.05
GORO,2012,Jul,0.06
GORO,2012,Jun,0.06
GORO,2012,Mar,0.05
GORO,2012,May,0.06
GORO,2012,Nov,0.06
GORO,2012,Oct,0.06
GORO,2012,Sep,0.06
GORO,2013,Apr,0.06
GORO,2013,Aug,0.03
GORO,2013,Dec,0.03
GORO,2013,Feb,0.06
GORO,2013,Jan,0.06
GORO,2013,Jul,0.03
GORO,2013,Jun,0.03
GORO,2013,Mar,0.06
GORO,2013,May,0.03
GORO,2013,Nov,0.03
GORO,2013,Oct,0.03
GORO,2013,Sep,0.03
GORO,2014,Apr,0.01
GORO,2014,Aug,0.01
GORO,2014,Dec,0.01
GORO,2014,Feb,0.01
GORO,2014,Jan,0.01
GORO,2014,Jul,0.01
GORO,2014,Jun,0.01
GORO,2014,Mar,0.01
GORO,2014,May,0.01
GORO,2014,Nov,0.01
GORO,2014,Oct,0.01
GORO,2014,Sep,0.01
GORO,2015,Apr,0.01
GORO,2015,Aug,0.01
GORO,2015,Dec,0.01
GORO,2015,Feb,0.01
GORO,2015,Jan,0.01
GORO,2015,Jul,0.01
GORO,2015,Jun,0.01
GORO,2015,Mar,0.01
GORO,2015,May,0.01
GORO,2015,Nov,0.02
GORO,2015,Oct,0.01
GORO,2015,Sep,0.01
GORO,2016,Apr,0.001667
GORO,2016,Aug,0.001667
GORO,2016,Dec,0.001667
GORO,2016,Feb,0.001667
GORO,2016,Jan,0.001667
GORO,2016,Jul,0.001667
GORO,2016,Jun,0.001667
GORO,2016,Mar,0.001667
GORO,2016,May,0.001667
GORO,2016,Nov,0.001667
GORO,2016,Oct,0.001667
GORO,2016,Sep,0.001667
GORO,2017,Apr,0.001667
GORO,2017,Aug,0.001667
GORO,2017,Dec,0.001667
GORO,2017,Feb,0.001667
GORO,2017,Jan,0.001667
GORO,2017,Jul,0.001667
GORO,2017,Jun,0.001667
GORO,2017,Mar,0.001667
GORO,2017,May,0.001667
GORO,2017,Nov,0.001667
GORO,2017,Oct,0.001667
GORO,2017,Sep,0.001667
GORO,2018,Apr,0.001667
GORO,2018,Aug,0.001667
GORO,2018,Dec,0.001667
GORO,2018,Feb,0.001667
GORO,2018,Jan,0.001667
GORO,2018,Jul,0.001667
GORO,2018,Jun,0.001667
GORO,2018,Mar,0.001667
GORO,2018,May,0.002
GORO,2018,Nov,0.001667
GORO,2018,Oct,0.001667
GORO,2018,Sep,0.001667
GORO,2019,Apr,0.001667
GORO,2019,Aug,0.001667
GORO,2019,Dec,0.003
GORO,2019,Feb,0.001667
GORO,2019,Jan,0.001667
GORO,2019,Jul,0.001667
GORO,2019,Jun,0.001667
GORO,2019,Mar,0.001667
GORO,2019,May,0.001667
GORO,2019,Nov,0.003
GORO,2019,Oct,0.001667
GORO,2019,Sep,0.001667
GPC,2010,Dec,0.41
GPC,2010,Jun,0.41
GPC,2010,Mar,0.41
GPC,2010,Sep,0.41
GPC,2011,Dec,0.45
GPC,2011,Jun,0.45
GPC,2011,Mar,0.45
GPC,2011,Sep,0.45
GPC,2012,Dec,0.495
GPC,2012,Jun,0.495
GPC,2012,Mar,0.495
GPC,2012,Sep,0.495
GPC,2013,Dec,0.5375
GPC,2013,Jun,0.5375
GPC,2013,Mar,0.5375
GPC,2013,Sep,0.5375
GPC,2014,Dec,0.575
GPC,2014,Jun,0.575
GPC,2014,Mar,0.575
GPC,2014,Sep,0.575
GPC,2015,Dec,0.615
GPC,2015,Jun,0.615
GPC,2015,Mar,0.615
GPC,2015,Sep,0.615
GPC,2016,Dec,0.6575
GPC,2016,Jun,0.6575
GPC,2016,Mar,0.6575
GPC,2016,Sep,0.6575
GPC,2017,Dec,0.675
GPC,2017,Jun,0.675
GPC,2017,Mar,0.675
GPC,2017,Sep,0.675
GPC,2018,Dec,0.72
GPC,2018,Jun,0.72
GPC,2018,Mar,0.72
GPC,2018,Sep,0.72
GPC,2019,Dec,0.763
GPC,2019,Jun,0.7625
GPC,2019,Mar,0.7625
GPC,2019,Sep,0.763
GPI,2010,Nov,0.1
GPI,2011,Aug,0.13
GPI,2011,Feb,0.11
GPI,2011,May,0.11
GPI,2011,Nov,0.13
GPI,2012,Aug,0.15
GPI,2012,Feb,0.14
GPI,2012,May,0.15
GPI,2012,Nov,0.15
GPI,2013,Aug,0.17
GPI,2013,Feb,0.15
GPI,2013,May,0.16
GPI,2013,Nov,0.17
GPI,2014,Aug,0.17
GPI,2014,Feb,0.17
GPI,2014,May,0.17
GPI,2014,Nov,0.19
GPI,2015,Aug,0.21
GPI,2015,Feb,0.2
GPI,2015,May,0.2
GPI,2015,Nov,0.22
GPI,2016,Aug,0.23
GPI,2016,Feb,0.22
GPI,2016,May,0.23
GPI,2016,Nov,0.23
GPI,2017,Aug,0.24
GPI,2017,Feb,0.24
GPI,2017,May,0.24
GPI,2017,Nov,0.25
GPI,2018,Aug,0.26
GPI,2018,Feb,0.26
GPI,2018,May,0.26
GPI,2018,Nov,0.26
GPI,2019,Aug,0.28
GPI,2019,Feb,0.26
GPI,2019,May,0.26
GPI,2019,Nov,0.29
GPJA,2018,Dec,0.313
GPJA,2019,Dec,0.313
GPJA,2019,Jun,0.313
GPJA,2019,Mar,0.313
GPJA,2019,Sep,0.313
GPK,2015,Dec,0.05
GPK,2015,Jun,0.05
GPK,2015,Mar,0.05
GPK,2015,Sep,0.05
GPK,2016,Dec,0.075
GPK,2016,Jun,0.05
GPK,2016,Mar,0.05
GPK,2016,Sep,0.05
GPK,2017,Dec,0.075
GPK,2017,Jun,0.075
GPK,2017,Mar,0.15
GPK,2017,Sep,0.075
GPK,2018,Dec,0.075
GPK,2018,Jun,0.075
GPK,2018,Mar,0.075
GPK,2018,Sep,0.15
GPK,2019,Dec,0.075
GPK,2019,Jun,0.075
GPK,2019,Mar,0.075
GPK,2019,Sep,0.075
GPMT,2017,Dec,0.38
GPMT,2017,Sep,0.32
GPMT,2018,Dec,0.42
GPMT,2018,Jun,0.4
GPMT,2018,Mar,0.38
GPMT,2018,Oct,0.42
GPMT,2019,Dec,0.42
GPMT,2019,Jul,0.42
GPMT,2019,Mar,0.42
GPMT,2019,Oct,0.42
GPN,2010,Aug,0.02
GPN,2010,Feb,0.02
GPN,2010,May,0.02
GPN,2010,Nov,0.02
GPN,2011,Aug,0.02
GPN,2011,Feb,0.02
GPN,2011,May,0.02
GPN,2011,Nov,0.02
GPN,2012,Aug,0.02
GPN,2012,Feb,0.02
GPN,2012,May,0.02
GPN,2012,Nov,0.02
GPN,2013,Aug,0.02
GPN,2013,Feb,0.02
GPN,2013,May,0.02
GPN,2013,Nov,0.02
GPN,2014,Aug,0.02
GPN,2014,Feb,0.02
GPN,2014,May,0.02
GPN,2014,Nov,0.02
GPN,2015,Aug,0.02
GPN,2015,Feb,0.02
GPN,2015,May,0.02
GPN,2015,Nov,0.02
GPN,2016,Aug,0.01
GPN,2016,Feb,0.01
GPN,2016,May,0.01
GPN,2016,Nov,0.02
GPN,2017,Dec,0.01
GPN,2017,Feb,0.01
GPN,2017,Jun,0.0133
GPN,2017,Sep,0.01
GPN,2018,Dec,0.01
GPN,2018,Jun,0.01
GPN,2018,Mar,0.01
GPN,2018,Sep,0.01
GPN,2019,Dec,0.195
GPN,2019,Jun,0.01
GPN,2019,Mar,0.01
GPN,2019,Sep,0.01
GPP,2015,Nov,0.4
GPP,2016,Aug,0.41
GPP,2016,Feb,0.4025
GPP,2016,May,0.405
GPP,2016,Nov,0.42
GPP,2017,Aug,0.45
GPP,2017,Feb,0.43
GPP,2017,May,0.44
GPP,2017,Nov,0.46
GPP,2018,Aug,0.475
GPP,2018,Feb,0.47
GPP,2018,May,0.475
GPP,2018,Nov,0.475
GPP,2019,Aug,0.475
GPP,2019,Jan,0.475
GPP,2019,May,0.475
GPP,2019,Oct,0.475
GPRE,2013,Nov,0.04
GPRE,2013,Sep,0.04
GPRE,2014,Aug,0.08
GPRE,2014,Feb,0.04
GPRE,2014,May,0.04
GPRE,2014,Nov,0.08
GPRE,2015,Aug,0.12
GPRE,2015,Feb,0.08
GPRE,2015,May,0.08
GPRE,2015,Nov,0.12
GPRE,2016,Aug,0.12
GPRE,2016,Feb,0.12
GPRE,2016,May,0.525
GPRE,2016,Nov,0.12
GPRE,2017,Aug,0.12
GPRE,2017,Feb,0.12
GPRE,2017,May,0.12
GPRE,2017,Nov,0.12
GPRE,2018,Aug,0.12
GPRE,2018,Feb,0.12
GPRE,2018,May,0.12
GPRE,2018,Nov,0.12
GPRE,2019,Feb,0.12
GPRE,2019,May,0.12
GPRK,2019,Nov,0.041
GPS,2010,Apr,0.1
GPS,2010,Jan,0.085
GPS,2010,Jul,0.1
GPS,2010,Oct,0.1
GPS,2011,Apr,0.1125
GPS,2011,Dec,0.1125
GPS,2011,Jan,0.1
GPS,2011,Jul,0.1125
GPS,2011,Oct,0.1125
GPS,2012,Apr,0.125
GPS,2012,Dec,0.125
GPS,2012,Jun,0.125
GPS,2012,Oct,0.25
GPS,2013,Apr,0.15
GPS,2013,Jul,0.15
GPS,2013,Oct,0.2
GPS,2014,Apr,0.22
GPS,2014,Jan,0.2
GPS,2014,Jul,0.22
GPS,2014,Oct,0.22
GPS,2015,Apr,0.23
GPS,2015,Jan,0.22
GPS,2015,Jul,0.23
GPS,2015,Oct,0.23
GPS,2016,Apr,0.23
GPS,2016,Dec,0.23
GPS,2016,Jan,0.23
GPS,2016,Jul,0.23
GPS,2016,Oct,0.23
